DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
07X277,2008,50,78,97,77,88,85,72,0,0,0,0,0,0,0,3,550,19,42,24,44,0,63,11,0,1.1,22,75.4,0.6,0.9,52.9,47.1,89.9,90,73.4,8,6,1,4,0,0,51,15,4,100,52.9,37.3,69,97.7
07X296,2008,0,0,0,0,0,0,0,79,95,104,0,0,0,0,0,278,18,1,40,0,0,31,0,8,0,38.5,61.2,0,0.4,52.5,47.5,87.5,91.8,96.1,2,2,64,14,0,0,22,5,1,100,4.5,18.2,36,100
07X298,2008,0,0,0,0,0,0,0,78,124,96,0,0,0,0,1,299,34,0,24,90,0,25,1,16,0,22.7,76.9,0,0.3,46.8,53.2,88.6,94.5,92.5,2,16,122,9,0,0,21,8,2,100,4.8,23.8,57,90.7
07X321,2008,0,0,0,0,0,0,0,0,0,0,31,49,34,24,0,138,0,0,9,0,0,10,0,37,0,42,57.2,0.7,0,33.3,66.7,,73.6,67.2,2,1,0,0, TBD ,0,11,4,0,100,45.5,27.3,91,89.1
07X343,2008,0,0,0,0,0,0,0,84,98,90,0,0,0,0,1,273,24,10,41,0,0,18,7,3,0.4,33.7,65.2,0.4,0.4,51.6,48.4,89.1,92.7,81.4,6,2,53,24,0,0,21,6,2,95.2,0,42.9,67,73.5
07X379,2008,0,0,0,0,0,0,0,0,0,0,31,51,35,8,0,125,0,0,9,0,0,8,1,13,0,47.2,51.2,0.8,0.8,48,52,,78.7,60,1,4,4,1, TBD ,0,9,3,0,100,0,33.3,56,100
07X427,2008,0,0,0,0,0,0,0,0,0,0,109,122,51,78,0,360,0,41,24,0,0,28,0,10,0.8,35.8,61.9,0.3,1.1,42.2,57.8,80.9,92.6,73.9,1,3,33,2, TBD ,0,28,9,1,100,25,25,68,92.5
07X473,2008,0,0,0,0,0,0,0,0,0,0,94,85,83,69,1,332,0,37,21,0,0,29,5,8,0,30.3,69.4,0.3,0,51.8,48.2,83.1,95.3,80.1,3,4,7,7, TBD ,0,25,7,3,100,44,28,48,100
07X500,2008,0,0,0,0,0,0,0,54,60,71,83,51,77,108,0,504,0,32,11,0,0,27,0,6,0,22.8,74.6,2.4,0.2,41.9,58.1,91.2/89.4,95.6,65.7,0,1,10,7, TBD ,0,37,9,0,97.3,51.4,45.9,70,88.5
07X520,2008,0,0,0,0,0,0,0,0,0,0,156,166,78,81,0,481,54,0,22,0,0,41,11,19,0.4,22.2,73.6,2.7,1,44.1,55.9,86.9,97.5,75.7,3,9,9,2, TBD ,0,36,13,0,100,43.2,43.2,76,95.1
07X547,2008,0,0,0,0,0,0,0,0,0,0,95,81,79,78,1,334,9,29,15,0,0,17,5,2,0.3,38,59.6,0.9,1.2,59,41,79.7,95.8,81.4,6,4,263,21, TBD ,0,25,8,1,100,76,52,88,100
07X548,2008,0,0,0,0,0,0,0,0,0,0,89,87,75,75,0,326,0,21,13,0,0,9,0,0,0.3,30.7,68.1,0.6,0.3,82.8,17.2,86.5,92.6,70.7,1,1,55,16, TBD ,2,19,6,2,100,84.2,63.2,79,90.7
07X551,2008,0,0,0,0,0,0,0,96,0,0,106,84,85,62,2,435,28,10,18,0,0,31,4,1,0.2,35.9,61.4,1.8,0.7,37.5,62.5,93.7/93.6,98.3,73.4,3,6,4,12, TBD ,2,30,6,0,100,40,6.7,80,87.8
07X600,2008,0,0,0,0,0,0,0,0,0,0,343,550,178,113,5,1189,165,14,73,35,0,88,9,59,0.2,33.8,63.2,2.3,0.4,87.6,12.4,75.8,97,78.1,4,24,206,64, TBD ,0,93,41,3,100,73.5,63.3,72,86.8
07X655,2008,0,0,0,0,0,0,0,0,0,0,593,417,324,147,7,1488,193,13,73,67,0,142,36,93,1.1,28.3,68.3,1.4,0.9,76.1,23.9,75.8,95.9,85,11,31,226,45, TBD ,0,96,36,1,100,80.2,73.3,82,98.5
07X670,2008,0,0,0,0,0,0,0,0,0,0,220,215,82,106,1,624,32,9,36,0,0,43,2,20,0,37.5,59.8,1.6,1.1,27.6,72.4,83.6,95.4,73.6,6,9,163,14, TBD ,0,38,14,4,100,66.7,48.7,77,87.6
08X014,2008,0,80,93,92,80,95,88,0,0,0,0,0,0,0,0,528,27,22,53,0,0,43,0,0,1,7,54.6,3.6,33.9,56.8,43.2,93.3,93,52.4,2,1,5,1,0,0,38,12,5,94.7,68.4,63.2,92,94.6
08X036,2008,36,100,117,90,111,101,94,0,0,0,0,0,0,0,2,651,48,30,33,0,0,95,8,0,0.8,16.9,62.5,18.1,1.7,52.4,47.6,94.3,90,78.6,11,1,0,0,0,0,47,13,2,100,76.6,70.2,91,97.5
08X048,2008,72,123,163,167,141,131,153,0,0,0,0,0,0,0,9,959,95,48,35,67,0,94,29,0,0.5,25,74,0,0.4,50.4,49.6,88.3,87,86.3,52,15,4,2,0,0,89,21,10,100,70.8,52.8,88,99.2
08X062,2008,36,98,117,124,104,117,123,0,0,0,0,0,0,0,4,723,45,56,37,105,0,37,0,0,0.4,15.5,83,0.4,0.7,50.9,49.1,91.2,89.7,89.8,9,3,0,1,0,0,65,13,0,98.5,58.5,38.5,71,100
08X069,2008,31,80,97,117,74,93,89,0,0,0,0,0,0,0,2,583,47,16,29,0,0,74,5,0,0.3,20.8,74.3,2.6,2.1,51.5,48.5,92.1,92.1,70.6,8,7,0,0,0,0,42,11,2,100,73.8,33.3,88,97.4
08X071,2008,107,167,196,192,160,172,177,151,140,104,0,0,0,0,1,1567,49,83,104,0,0,72,1,0,0.4,5.6,48.8,5.2,40,49.4,50.6,92.9,94.4,53.7,5,0,11,0,0,0,98,24,4,100,61.2,46.9,84,97.1
08X072,2008,72,95,123,153,136,137,162,0,0,0,0,0,0,0,26,904,93,62,57,0,0,64,5,0,0.3,27.2,61.1,4.3,7.1,51.9,48.1,90.9,91.9,74,9,0,73,17,0,0,79,32,18,98.7,73.4,63.3,90,99.2
08X075,2008,36,106,110,109,125,105,105,0,0,0,0,0,0,0,7,703,70,25,21,46,0,86,12,0,1.1,26.5,70.1,0.7,1.6,54.8,45.2,89.9,87.5,91.2,18,12,2,10,0,0,64,18,5,100,46.9,46.9,73,98.4
08X093,2008,63,75,74,43,42,46,68,0,0,0,0,0,0,0,7,418,68,6,23,38,0,26,0,0,0.7,50.2,47.6,0.2,1.2,53.8,46.2,91.1,91.3,75.5,6,3,0,0,0,0,43,16,4,100,95.3,90.7,93,100
08X100,2008,25,90,135,133,120,119,144,0,0,0,0,0,0,0,3,769,49,29,45,0,0,64,6,0,0.8,43.3,55.1,0.5,0.3,48.6,51.4,92,93,75.1,44,2,15,11,0,0,63,9,3,98.4,61.9,34.9,81,93
08X101,2008,0,0,0,0,0,0,0,173,156,116,0,0,0,0,0,445,0,0,3,0,0,0,0,0,0.4,21.1,56.2,8.5,13.7,52.8,47.2,94.9,99.5,63.8,1,0,66,8,0,0,29,6,0,96.6,55.2,41.4,66,85.3
08X107,2008,10,59,86,78,84,105,110,0,0,0,0,0,0,0,3,535,50,24,24,0,0,30,1,0,0.6,47.8,50.3,0.8,0.6,49.5,50.5,90.9,85.7,74.5,25,5,0,0,0,0,51,13,3,100,90.2,78.4,92,100
08X119,2008,72,125,149,134,150,130,148,0,0,0,0,0,0,0,0,908,37,25,6,0,0,167,10,0,0,12,57,28.5,2.4,51,49,93,90.6,75.4,3,25,9,1,0,0,67,15,1,95.5,53.7,50.7,90,100
08X123,2008,0,0,0,0,0,0,0,178,164,220,0,0,0,0,3,565,45,32,29,0,0,110,0,9,0.2,35,63.9,0.2,0.7,49.7,50.3,88,86.8,86.7,54,18,203,62,0,0,49,13,5,100,77.6,65.3,90,97.5
08X125,2008,0,0,0,0,0,0,0,233,260,264,0,0,0,0,0,757,65,22,28,55,0,51,13,4,0,17.7,59.2,21.4,1.7,51.5,48.5,91.4,91.3,85.2,6,22,150,61,0,0,58,17,5,100,60.3,50,79,97.2
08X130,2008,18,73,110,103,139,106,122,0,0,0,0,0,0,0,0,671,54,12,38,0,121,66,19,0,0.2,29.7,69.4,0.3,0.4,48,52,90.7,90.8,96.5,11,12,9,4,0,0,51,18,3,100,56.9,56.9,69,100
08X131,2008,0,0,0,0,0,0,7,310,278,272,0,0,0,0,4,871,65,47,44,0,0,29,7,2,0.6,38.9,57.2,3,0.3,50.3,49.7,89.9,94.4,64.7,13,5,68,25,0,0,68,15,3,100,70.6,58.8,76,100
08X138,2008,44,129,143,140,170,147,162,0,0,0,0,0,0,0,6,941,61,24,55,0,0,67,0,0,1,35.5,59.7,2.8,1.1,49.5,50.5,90.8,91.9,77.2,25,3,9,13,0,0,60,13,9,100,56.7,63.3,87,97.7
08X140,2008,53,61,90,82,84,79,71,0,0,0,0,0,0,0,2,522,34,19,30,0,0,49,4,0,0.4,42,57.1,0.4,0.2,55.6,44.4,90.8,88.3,87.2,12,0,0,1,0,0,46,13,7,100,69.6,76.1,85,93.4
08X146,2008,36,76,79,75,74,59,72,0,0,0,0,0,0,0,1,472,33,4,23,0,0,79,1,0,0.6,46.6,52.3,0,0.4,47.7,52.3,90.4,86.9,89,16,2,2,5,0,0,40,11,4,100,57.5,60,85,100
08X152,2008,72,113,138,164,143,140,142,0,0,0,0,0,0,0,4,916,69,10,40,64,0,164,8,0,0.6,26.4,71.9,0.9,0.2,50.9,49.1,89.8,84.4,88,30,17,0,0,0,0,72,19,11,100,56.9,36.1,79,98.9
08X174,2008,0,0,0,0,0,0,0,0,295,345,0,0,0,0,4,644,96,38,15,0,0,71,0,9,0.8,32.3,64.3,2.5,0.2,55.9,44.1,86.9,89.8,65.8,18,4,83,19,0,0,55,20,3,100,70.9,52.7,76,98
08X182,2008,53,132,164,188,157,149,128,0,0,0,0,0,0,0,2,973,48,16,39,0,0,29,3,0,0,30.2,65.5,3.7,0.6,52.7,47.3,93,91.9,71.4,15,5,0,2,0,0,67,13,1,100,67.2,47.8,94,99.1
08X192,2008,0,0,0,0,0,0,0,0,322,303,0,0,0,0,25,650,84,43,40,2,0,26,9,14,0.3,20.3,60.3,4,15.1,53.1,46.9,88.8,93.5,63.7,13,3,54,54,0,0,59,21,13,100,71.2,57.6,83,82.7
08X278,2008,0,0,0,0,0,0,0,0,0,0,71,115,58,79,1,324,0,24,21,0,0,31,0,9,0.6,28.1,67.9,0.9,2.5,46.9,53.1,86.8,90.2,68.7,3,4,13,8, TBD ,0,23,8,1,100,30.4,39.1,70,90
08X282,2008,0,0,0,0,0,0,0,0,49,76,81,89,0,0,0,295,0,0,17,0,0,3,0,1,0.3,51.2,46.1,1.7,0.7,0.3,99.7,91.7/88.6,98.3,66.5,1,0,14,8, TBD ,0,20,3,0,100,30,30,55,92.2
08X293,2008,0,0,0,0,0,0,0,0,0,0,150,111,98,73,0,432,0,30,29,0,0,17,10,7,0.5,34.7,60.2,1.6,3,32.4,67.6,81.8,92.3,61.9,1,4,11,12, TBD ,0,28,6,2,100,21.4,14.3,57,100
08X295,2008,0,0,0,0,0,0,0,0,0,0,164,138,45,67,0,414,23,15,29,0,0,53,5,27,0.2,35,57.5,5.8,1.4,67.4,32.6,81.9,90,62.5,6,7,59,10, TBD ,0,30,9,0,100,36.7,53.3,93,87
08X301,2008,0,0,0,0,0,0,0,97,146,116,0,0,0,0,0,359,59,0,36,0,0,47,6,10,0,37.6,60.2,1.4,0.8,51.5,48.5,86.8,89.7,87.4,6,11,5,7,0,0,34,10,1,100,61.8,61.8,79,84.6
08X302,2008,0,0,0,0,0,0,0,278,293,268,0,0,0,0,2,841,89,37,58,37,0,122,17,15,0.2,22.4,76.1,0.6,0.7,49.5,50.5,88.6,94.5,95.5,18,32,0,9,0,0,74,18,9,100,75.7,52.7,77,82.2
08X304,2008,67,76,82,78,74,77,76,0,0,0,0,0,0,0,6,536,37,16,40,0,0,7,1,0,0.8,13.2,39.4,3.2,43.5,54.3,45.7,93.3,95.3,66,1,0,0,0,0,0,37,12,7,100,70.3,70.3,84,100
08X305,2008,0,0,0,0,0,0,0,0,0,0,102,101,111,72,1,387,14,63,2,0,0,54,10,6,0,25.8,72.4,1.3,0.5,68,32,82.5,91.8,70.8,7,7,28,10, TBD ,3,32,7,0,100,31.3,18.8,63,79.8
08X312,2008,0,0,0,0,0,0,0,0,0,0,116,113,101,87,1,418,19,32,24,0,0,29,4,1,0.2,37.3,57.7,2.6,2.2,57.7,42.3,94.3,95.9,66.7,2,3,17,3, TBD ,0,24,9,3,100,28,36,84,90.9
08X332,2008,0,0,0,0,0,0,0,0,0,0,105,106,0,0,0,211,0,7,10,0,0,27,0,4,1,39.3,57.4,1.4,1,52.6,47.4,81.4,92.1,86,5,3,17,3, TBD ,0,12,4,0,100,0,16.7,58,80
08X333,2008,36,95,106,113,85,0,0,0,0,0,0,0,0,0,4,439,42,0,3,93,0,46,1,0,0.5,20.3,78.4,0.7,0.2,50.3,49.7,,86.4,90.2,13,11,5,4,0,0,35,10,5,100,62.9,37.1,66,86.1
08X334,2008,0,0,0,0,0,0,0,0,0,0,93,94,0,0,0,187,2,0,0,0,0,188,0,8,0,24.1,66.8,4.8,4.3,56.7,43.3,93.2,79.1,87.5,2,54,21,11, TBD ,0,10,3,1,100,0,0,80,100
08X335,2008,0,0,0,0,0,130,100,0,0,0,0,0,0,0,0,230,23,0,7,0,0,40,5,0,0.9,21.3,77,0.4,0.4,51.7,48.3,91.2,94.6,94.3,26,6,52,9,0,0,18,6,0,100,72.2,38.9,83,100
08X337,2008,0,0,0,0,0,0,0,107,93,80,0,0,0,0,0,280,24,31,4,0,0,20,0,4,0.7,40.4,56.1,1.8,1.1,47.5,52.5,91.4,97.4,79.2,4,2,2,19,0,0,26,4,0,100,15.4,30.8,65,79.3
08X366,2008,0,0,0,0,0,0,0,93,0,0,0,0,0,0,9,102,12,0,14,0,0,5,1,1,1,22.6,57.8,3.9,14.7,41.2,58.8,91.9,90.4,60,1,3,5,2,0,0,11,5,4,100,0,27.3,45,88.5
08X367,2008,0,0,0,0,0,0,0,105,0,0,0,0,0,0,2,107,9,13,0,0,0,10,1,3,0,37.4,61.7,0.9,0,49.5,50.5,92.3,93.5,60,1,2,11,14,0,0,7,3,3,100,0,0,29,100
08X371,2008,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,130,11,0,21,0,0,2,0,0,0,17.7,53.1,6.9,22.3,47.7,52.3,93.8,93.2,60,1,1,6,1,0,0,9,4,2,100,0,11.1,67,100
08X375,2008,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,125,0,14,2,0,0,5,0,0,0.8,44.8,52.8,1.6,0,52,48,90.3,90.6,60,1,3,17,16,0,0,5,2,0,100,0,20,40,100
08X377,2008,0,0,0,0,0,0,0,0,0,0,48,39,15,3,0,105,0,0,3,0,0,3,0,43,0,45.7,53.3,0,1,36.2,63.8,,84.3,60,0,1,5,2, TBD ,0,7,3,0,100,0,14.3,71,100
08X405,2008,0,0,0,0,0,0,0,0,0,0,1954,1062,709,566,12,4303,376,186,197,0,0,384,0,285,0.4,22.6,60.6,6,10.4,58.3,41.7,82.5,96.1,59.6,25,55,239,62, TBD ,0,222,75,8,100,72.2,51.1,78,82.8
08X450,2008,0,0,0,0,0,0,0,0,0,0,103,179,224,237,14,757,173,13,36,0,0,143,43,175,0.1,30.9,65.4,2,1.6,50.3,49.7,72.7,94.3,61.3,0,5,51,11, TBD ,0,78,29,3,97.5,96.2,91.1,97,86.5
08X452,2008,0,0,0,0,0,0,0,0,0,0,101,74,43,89,1,308,0,60,2,0,0,28,4,4,0.3,38.3,56.8,2.6,2,47.4,52.6,75.1,92.4,69.2,3,5,11,11, TBD ,0,25,6,0,100,28,12,60,81
08X519,2008,0,0,0,0,0,0,0,0,0,0,160,103,82,64,2,411,14,26,20,0,0,43,0,22,0.7,30.2,67.4,1,0.7,40.9,59.1,83.6,87.6,70.5,9,9,74,14, TBD ,0,23,11,2,100,16.7,29.2,46,94.8
08X530,2008,0,0,0,0,0,0,0,0,0,0,132,113,111,50,1,407,6,31,13,0,0,0,0,11,0.2,30.5,67.3,1.5,0.5,43.7,56.3,80.9,88.3,77,4,12,41,4, TBD ,0,28,6,1,100,60.7,25,64,73.6
08X540,2008,0,0,0,0,0,0,0,0,0,0,156,99,87,50,0,392,19,62,1,0,2,46,0,23,0,37.2,59.4,1.8,1.5,50,50,78.9,88.8,77.4,2,8,31,15, TBD ,2,33,10,4,100,42.4,33.3,73,95
08X560,2008,0,0,0,0,0,0,0,0,0,0,0,312,48,42,0,402,0,0,41,0,0,17,2,175,0.2,45.8,51.7,0.8,1.5,51.7,48.3,,59.2,74.8,1,7,16,27, TBD ,0,25,10,1,100,76,64,88,96.5
08X650,2008,0,0,0,0,0,0,0,0,0,0,770,551,200,185,6,1712,173,28,73,0,0,138,46,137,0.5,33.2,64.3,1.5,0.5,32.1,67.9,77.1,94.9,79.8,12,22,83,50, TBD ,0,111,45,9,100,69.6,62.5,86,84.9
08X686,2008,0,0,0,0,0,0,0,0,0,0,7,32,64,54,0,157,12,7,12,0,0,13,7,3,0.6,37.6,60.5,1.3,0,47.1,52.9,84.6,95.9,84.1,3,0,0,1, TBD ,0,19,7,0,100,90,90,80,85.4
09X002,2008,0,49,43,34,51,58,56,0,0,0,0,0,0,0,3,294,80,14,9,30,0,40,0,0,0.3,50.7,48,0,1,60.2,39.8,87.2,87.3,84.8,5,3,39,6,0,0,39,16,3,100,87.2,79.5,95,96.3
09X004,2008,0,39,48,61,42,58,64,49,81,62,0,0,0,0,18,522,95,27,27,10,0,84,11,5,0.8,42.7,55.4,1.2,0,54.2,45.8,89.6,90.3,92.1,19,1,53,21,0,0,67,18,4,100,65.7,64.2,81,93.5
09X011,2008,0,136,149,145,145,133,0,0,0,0,0,0,0,0,1,709,33,18,38,91,0,131,3,0,0.7,35.3,62.6,0.4,1,50.8,49.2,90.4,89.1,89.1,14,8,2,1,0,0,55,13,1,100,70.9,54.5,80,93.3
09X022,2008,0,0,0,0,0,0,153,177,166,174,0,0,0,0,0,670,38,9,34,116,84,45,5,7,0.8,18.1,78.5,2.1,0.6,53.3,46.7,93,91,81.6,10,40,97,33,0,0,50,14,3,100,58,54,80,75.6
09X028,2008,41,100,123,115,113,111,173,0,0,0,0,0,0,0,3,779,35,26,47,138,0,177,0,0,0.3,21.3,78,0.3,0.1,52.6,47.4,92.1,90.5,87.9,22,27,8,2,0,0,70,18,4,97.1,68.6,51.4,80,100
09X035,2008,0,106,143,144,154,138,0,0,0,0,0,0,0,0,0,685,15,0,16,83,0,97,0,0,0,35.3,62.6,1.5,0.6,52,48,93.8,88.8,77.5,40,24,2,0,0,0,46,8,4,100,84.8,82.6,93,90.3
09X042,2008,31,64,88,103,85,84,72,0,0,0,0,0,0,0,1,528,26,64,26,0,0,87,0,0,0.6,43.2,55.1,0.8,0.4,55.1,44.9,92.2,91,86,46,1,3,2,0,0,50,14,7,100,64,50,80,90.4
09X053,2008,55,184,208,203,207,237,238,0,0,0,0,0,0,0,0,1332,31,11,43,212,0,207,0,0,0.2,38.1,61.1,0.3,0.4,50.4,49.6,89.9,88.3,83.2,70,18,1,1,0,0,100,19,6,100,66,46,82,90.9
09X055,2008,31,92,155,101,114,107,100,0,0,0,0,0,0,0,3,703,57,22,41,107,0,76,5,0,0.1,44.1,55.2,0.3,0.3,54.5,45.5,93.4,87.2,93.2,20,26,4,4,0,0,61,16,6,100,55.7,67.2,87,100
09X058,2008,6,35,45,48,69,71,75,54,0,0,0,0,0,0,4,407,45,0,18,33,0,77,3,1,1,32.9,62.9,1.7,1.5,51.6,48.4,89.7,85.2,99,3,11,14,10,0,0,40,10,5,100,32.5,40,60,96.8
09X063,2008,18,93,83,93,81,67,55,0,0,0,0,0,0,0,0,490,24,30,32,0,0,139,0,0,0,38.8,60.2,0.4,0.6,52.2,47.8,91.2,84.3,91.3,13,12,48,8,0,0,47,13,1,100,61.7,53.2,77,96.7
09X064,2008,0,139,152,149,162,168,137,0,0,0,0,0,0,0,2,909,0,74,67,195,0,206,0,0,0.1,17.2,82.1,0.4,0.2,51.9,48.1,91,91.8,92.4,11,23,2,18,0,0,88,16,4,100,64.8,55.7,77,94.3
09X070,2008,0,193,195,250,256,266,244,0,0,0,0,0,0,0,0,1404,56,0,39,204,0,221,5,0,0.4,25.1,70.4,3.8,0.2,53.3,46.7,90.3,89.8,85.8,51,18,62,9,0,0,108,28,5,100,62,49.1,77,95.2
09X073,2008,53,114,150,143,118,121,120,0,0,0,0,0,0,0,0,819,44,8,25,113,0,87,0,0,0.2,29.6,68.6,0.6,1,52,48,91.2,88.9,83.9,25,12,3,10,0,0,63,16,4,100,65.1,58.7,79,90.3
09X088,2008,0,79,85,65,73,0,0,0,0,0,0,0,0,0,0,302,13,10,16,55,0,48,2,0,0,40.4,59.3,0.3,0,48.7,51.3,,96.9,88.8,15,11,1,4,0,0,30,4,1,100,53.3,53.3,83,96
09X090,2008,0,236,265,253,226,215,0,0,0,0,0,0,0,0,2,1197,36,43,40,132,93,204,0,0,0.4,37.3,56.1,5.9,0.2,47.4,52.6,92.4,90.4,93.9,20,26,0,0,0,0,109,20,7,100,69.7,55,87,91.8
09X109,2008,52,100,136,119,106,101,100,0,0,0,0,0,0,0,2,716,33,0,49,76,0,159,0,0,0.1,23.3,75.4,0.1,1,53.4,46.6,91.8,93.9,83.5,5,37,4,8,0,0,53,16,3,100,67.9,62.3,87,89.7
09X110,2008,34,51,65,68,71,66,64,0,0,0,0,0,0,0,21,440,68,26,26,34,0,30,4,0,0.4,49.6,48.9,0.2,0.9,49.8,50.2,91.8,92.7,90.4,7,0,1,3,0,0,47,19,6,100,70.2,83,96,100
09X114,2008,0,144,184,169,138,154,0,0,0,0,0,0,0,0,5,794,24,24,40,191,0,135,0,0,0.9,21.4,74.3,2.9,0.5,51.6,48.4,92.4,86.8,91,17,19,0,8,0,0,68,14,3,98.5,72.1,38.2,87,98.2
09X117,2008,0,0,0,0,0,0,0,250,314,353,0,0,0,0,4,921,77,13,44,3,0,242,23,28,0.5,23.7,74,1.2,0.5,49.6,50.4,87.6,91.5,77.3,11,42,174,23,0,0,83,14,4,100,74.7,54.2,82,94
09X126,2008,35,106,107,111,116,119,120,102,0,0,0,0,0,0,0,816,67,14,27,80,0,133,0,1,0.5,29.9,69.2,0.1,0.2,51.8,48.2,90.5,90.5,91.9,26,17,11,17,0,0,68,18,5,100,57.4,55.9,69,86.5
09X128,2008,0,0,0,0,0,0,0,100,95,85,0,0,0,0,0,280,0,6,1,0,0,0,1,0,0,41.8,57.5,0.7,0,48.2,51.8,93.4,97.5,78.4,0,3,32,7,0,0,19,4,0,100,26.3,21.1,53,90.4
09X132,2008,26,83,81,102,103,92,82,0,0,0,0,0,0,0,21,590,102,17,22,22,0,112,0,0,1,43.2,54.6,0.2,1,55.2,44.8,89.8,90.6,89,19,11,0,3,0,0,61,30,15,100,67.2,65.6,80,95.8
09X145,2008,0,0,0,0,0,0,91,152,110,120,0,0,0,0,2,475,52,10,32,29,0,44,0,6,0.4,39.2,56.8,2.7,0.8,48.4,51.6,91.4,93.3,87.3,10,11,0,1,0,0,39,10,4,100,79.5,82.1,82,94.4
09X163,2008,0,87,127,124,102,119,119,0,0,0,0,0,0,0,0,678,33,0,45,107,0,152,4,0,0.2,30.1,67.1,2.4,0.3,49.3,50.7,91.8,87.2,93.3,9,18,41,5,0,0,62,14,3,100,53.2,35.5,66,98.3
09X166,2008,0,0,0,0,0,0,175,257,235,268,0,1,0,0,0,936,102,35,41,111,0,97,15,13,0.2,29.3,68.3,1.9,0.3,56.2,43.8,88.3,92.3,73.4,14,33,61,62, TBD ,0,83,20,5,100,69.9,59,73,91.2
09X170,2008,0,86,92,81,0,0,0,0,0,0,0,0,0,0,1,260,0,0,8,53,0,17,0,0,0,34.6,61.5,1.9,1.9,48.8,51.2,,97.5,81,3,1,1,0,0,0,18,4,1,100,72.2,50,67,84.2
09X199,2008,51,96,143,131,110,105,128,0,0,0,0,0,0,0,3,767,63,20,17,77,0,175,8,0,0.4,35.1,63.2,0.3,1,53.1,46.9,90,87.6,96.4,22,0,10,12,0,0,60,20,5,100,65,60,83,86.6
09X204,2008,0,58,64,78,38,68,65,0,0,0,0,0,0,0,0,371,10,7,27,42,0,36,0,0,0,38.5,61.5,0,0,53.1,46.9,91.5,92.9,89.9,5,7,3,3,0,0,31,6,1,100,71,58.1,87,100
09X215,2008,0,0,0,0,0,0,92,102,56,43,0,0,0,0,0,293,0,0,2,0,0,19,0,0,0.3,45.7,47.1,6.1,0.7,43.7,56.3,95,99,77,0,2,42,6,0,0,22,4,0,100,40.9,31.8,73,100
09X218,2008,0,100,86,83,98,78,90,138,163,91,0,0,0,0,0,927,19,33,46,0,229,61,5,3,0.1,13.9,82,3.1,0.9,46.5,53.5,94.7,97.1,85.3,1,7,26,2,0,0,65,12,2,100,52.3,50.8,80,98
09X219,2008,0,0,0,0,0,0,0,137,155,165,0,0,0,0,1,458,49,10,20,26,0,56,0,19,0.2,45.8,53.3,0.2,0.4,55,45,87.6,87.9,91.5,12,19,20,51,0,0,44,14,0,100,63.6,40.9,80,93.2
09X227,2008,0,0,0,0,0,0,0,0,0,0,146,119,85,55,0,405,24,10,37,0,0,67,3,28,1,32.6,63.7,1.2,1.5,50.4,49.6,83.4,91.4,88.5,7,17,46,24, TBD ,0,30,5,0,96.7,20,10,57,98
09X229,2008,0,0,0,0,0,0,81,90,118,94,0,0,0,0,1,384,52,11,20,10,0,47,0,19,0,54.7,43,1,1.3,55.7,44.3,87.9,91.1,87.1,9,9,66,19,0,0,52,16,2,100,67.3,53.8,85,100
09X230,2008,0,75,95,108,130,95,0,0,0,0,0,0,0,0,3,506,38,9,19,41,0,53,0,0,0.2,55.7,40.9,2.2,1,47,53,87.4,91.2,79.3,4,2,1,8,0,0,48,10,4,100,68.8,47.9,63,97.4
09X231,2008,0,0,0,0,0,0,0,0,0,0,123,112,89,77,0,401,2,28,15,14,0,0,0,2,0.2,65.8,32.2,0.5,1.2,100,0,87,93.9,62,1,4,24,3, TBD ,0,23,7,0,100,8.7,26.1,65,76.6
09X232,2008,0,0,0,0,0,0,0,148,156,207,0,0,0,0,0,511,56,17,19,84,0,58,0,17,1,34.2,63,1,0.8,54.6,45.4,88.3,89.2,83.8,25,31,6,50,0,0,42,14,2,100,47.6,57.1,74,94.3
09X236,2008,26,120,160,89,0,0,0,0,0,0,0,0,0,0,0,395,0,81,4,22,0,62,12,0,0.5,32.2,65.3,0.8,1.3,52.7,47.3,,91.8,86.9,3,2,0,5,0,0,41,18,2,100,68.3,56.1,80,100
09X239,2008,0,0,0,0,0,0,0,0,0,1,135,86,61,40,0,323,22,10,33,0,0,31,0,19,0.3,53.6,44.6,0,1.6,99.7,0.3,76.7,91.2,67.4,2,6,115,18, TBD ,0,23,6,2,100,21.7,13,48,90.5
09X250,2008,0,0,0,0,0,0,0,60,63,71,88,82,54,0,0,418,0,6,22,0,0,21,0,3,0.7,49.8,47.8,0.7,1,42.6,57.4,91.9/87.4,94.4,56,2,3,47,13, TBD ,0,28,4,0,100,7.1,35.7,71,94.3
09X251,2008,0,0,0,0,0,0,0,0,0,0,185,77,44,0,0,306,0,17,21,0,0,35,7,30,0.3,31.4,67,1,0.3,48.7,51.3,79.2,93.4,63.4,1,7,76,20, TBD ,0,21,7,1,100,19,33.3,81,97.6
