DBN,Year,PreK,Kindergarten,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Ungraded,Total,SCC,CTT,other,bilingual,dualLang,esl,ELLwithIEP,overage,nativeAmerican,black,latino,asian,white,male,female,attendance,stability,povertyRate,temporaryHousing,immigrants,principalSuspensions,superintendentSuspensions,cte,earlyCollege,teachers,admin,paraprofessionals,fullyLicensed,moreThanTwoTeaching,moreThanFiveTeaching,mastersDegreeOrHigher,coreClassHighlyQualifiedTeacher
16K005,2008,18,58,74,74,59,70,66,1,0,0,0,0,0,0,2,422,40,0,36,0,0,8,1,0,0.2,86.3,10.7,0.7,2.1,49.3,50.7,91.9,83.9,72.7,15,1,9,4,0,0,42,15,0,97.6,81,73.8,71,85.7
16K021,2008,36,89,123,111,115,118,95,0,0,0,0,0,0,0,2,689,12,8,49,0,0,5,0,0,0.7,91.6,7,0.4,0.3,46,54,92.5,95.9,68.6,10,0,4,2,0,0,49,9,2,100,67.3,67.3,90,92.9
16K025,2008,31,40,60,50,65,56,65,0,0,0,0,0,0,0,0,367,15,0,12,0,0,10,0,0,0.5,84.5,13.9,0.5,0.5,46.3,53.7,89.8,85.5,94.2,13,0,37,11,0,0,42,16,6,100,83.3,57.1,88,93.3
16K026,2008,18,44,74,58,72,54,64,0,0,0,0,0,0,0,0,384,7,27,21,0,0,16,3,0,1.8,75.3,19.8,1.3,1.8,52.9,47.1,91.5,89.2,79.6,20,1,14,12,0,0,37,5,2,100,78.4,43.2,84,100
16K028,2008,12,30,28,46,45,44,27,0,0,0,0,0,0,0,0,232,13,0,9,0,0,16,0,0,1.3,87.5,9.5,0,1.7,53.4,46.6,92.6,83.8,87.7,10,3,5,1,0,0,24,5,1,100,75,75,92,88.2
16K035,2008,0,0,0,0,0,0,0,71,92,78,0,0,0,0,0,241,33,0,22,0,0,4,0,0,1.2,85.5,12.9,0,0.4,55.6,44.4,87.8,91.9,79.3,8,0,15,24,0,0,24,9,1,100,54.2,58.3,83,87.2
16K040,2008,16,32,66,62,71,66,63,0,0,0,0,0,0,0,3,379,60,0,25,0,0,7,0,0,0.5,87.3,9.5,1.8,0.8,50.9,49.1,92,90.3,80.8,9,2,0,0,0,0,33,13,5,100,60.6,45.5,79,93.6
16K057,2008,0,0,0,0,0,0,0,81,87,116,0,0,0,0,0,284,30,0,15,0,0,19,2,6,1.4,73.6,23.6,1.1,0.4,41.9,58.1,87.6,90.6,77.9,8,1,2,4,0,0,33,7,2,100,45.5,33.3,67,84.8
16K081,2008,27,64,75,65,80,69,50,0,0,0,0,0,0,0,1,431,35,0,14,0,0,32,0,0,0.5,72.6,25.1,1.2,0.7,50.8,49.2,88.8,90.4,86,9,2,1,1,0,0,37,11,4,100,81.1,73,76,95.5
16K243,2008,31,60,67,61,57,59,84,0,0,0,0,0,0,0,1,420,45,3,32,0,0,10,1,0,2.4,81,16,0.7,0,51,49,91.9,88.1,87.4,28,0,48,1,0,0,37,13,4,100,73,75.7,73,93.3
16K262,2008,18,48,59,77,52,68,45,0,0,0,0,0,0,0,3,370,20,9,11,0,0,2,0,0,0,88.4,10.5,1.1,0,49.5,50.5,89.9,86.4,88.8,27,0,0,0,0,0,28,8,5,100,78.6,75,75,91.3
16K267,2008,0,0,0,0,0,0,0,164,165,111,0,0,0,0,7,447,59,21,32,0,0,19,0,7,1.6,82.8,13.6,1.3,0.7,62,38,85.2,95.6,86,6,5,3,27,0,0,34,11,6,100,52.9,38.2,53,82.2
16K308,2008,11,74,104,87,78,83,64,116,111,93,0,0,0,0,11,832,64,56,28,0,0,28,0,0,1.6,89.4,7.7,0.7,0.6,44,56,90.8,97.1,82.7,5,0,51,7,0,0,71,22,11,100,57.7,50.7,76,81
16K309,2008,28,56,85,79,62,69,45,0,0,0,0,0,0,0,2,426,33,2,11,0,0,28,0,0,0.9,71.6,20.7,4.7,2.1,55.2,44.8,92.3,87,91.5,21,2,4,3,0,0,38,9,4,100,84.2,65.8,89,98.3
16K322,2008,0,0,0,0,0,0,0,0,0,0,103,93,78,0,0,274,0,15,13,0,0,3,0,4,1.8,83.2,12.8,0.4,1.8,42,58,83.5,94.8,56.8,0,0,17,7, TBD ,14,15,6,0,100,0,6.7,60,78
16K335,2008,16,56,75,78,56,84,79,0,0,0,0,0,0,0,0,444,24,21,19,0,0,11,0,0,0.7,86.3,11.9,0.7,0.4,47.1,52.9,90.3,91.2,84.1,13,2,0,0,0,0,41,12,6,100,68.3,58.5,85,92.2
16K385,2008,0,0,0,0,0,0,0,111,91,107,0,0,0,0,1,310,40,11,25,0,0,10,1,5,0.6,81,15.8,1.3,1.3,50,50,86.2,92.3,71,4,1,3,16,0,0,31,6,6,100,61.3,54.8,81,80.3
16K393,2008,0,0,0,0,0,0,0,77,72,71,87,87,76,0,0,470,0,24,22,0,0,3,2,0,0.8,86.6,11.3,1.3,0,49.4,50.6,94.2/89.5,95.9,64.9,2,1,22,22, TBD ,0,31,4,1,100,29,22.6,71,85.3
16K455,2008,0,0,0,0,0,0,0,0,0,0,671,668,979,1339,24,3681,518,0,184,0,0,47,16,134,1,89.4,8.3,0.7,0.6,58.5,41.5,65.5,95,61.8,25,7,133,47, TBD ,0,176,45,7,99.4,86.7,55.2,85,81.6
16K534,2008,0,0,0,0,0,0,0,90,92,66,0,0,0,0,0,248,31,0,21,0,0,5,0,2,2.4,76.6,20.2,0.4,0.4,50,50,87.5,88.9,68.4,2,2,1,12,0,0,22,6,1,100,0,40.9,59,95.8
16K584,2008,0,0,0,0,0,0,0,97,106,83,0,0,0,0,1,287,24,0,36,0,0,5,0,1,2.1,86.1,9.8,0.7,1.4,51.9,48.1,90.7,95.4,51.3,1,0,0,2,0,0,23,7,0,100,30.4,47.8,65,60
16K594,2008,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,1,0,0,0,3,0,0,73.7,23.7,1.3,1.3,32.9,67.1,81.2,68.4,60,6,1,0,4, TBD ,0,7,2,0,100,0,0,57,72.7
17K002,2008,0,0,0,0,0,0,0,123,185,202,0,0,0,0,2,512,73,28,11,0,0,39,0,11,0.8,86.1,11.3,1.2,0.6,54.9,45.1,92,92,90.8,9,9,12,20,0,0,50,21,6,100,74,74,86,96.7
17K006,2008,0,77,103,102,99,109,117,0,0,0,0,0,0,0,5,612,45,19,17,0,0,74,0,0,0.3,88.2,10.1,0.5,0.8,49.4,50.6,93.1,92.9,86.8,4,8,10,0,0,0,53,12,9,96.2,79.2,69.8,94,94.8
17K012,2008,17,25,47,42,42,46,59,0,0,55,0,0,0,0,11,344,36,9,13,0,0,17,0,2,0,89.2,10.2,0.3,0.3,49.1,50.9,86.7,88.3,87.1,4,2,25,30,0,0,40,16,2,100,40,50,73,98.2
17K022,2008,38,65,98,69,81,126,118,0,0,0,0,0,0,0,1,596,55,26,16,0,0,32,6,0,0.5,77.2,17,4.5,0.8,48.8,51.2,91.6,93,97.8,17,2,4,28,0,0,54,21,11,100,68.5,74.1,87,94
17K061,2008,0,0,0,0,0,0,0,378,315,292,0,0,0,0,4,989,73,35,30,20,0,27,0,10,0.1,91.2,7.6,0.4,0.7,50.2,49.8,90.4,95.4,90.3,8,24,29,14,0,0,76,20,5,98.7,89.5,75,92,88.3
17K091,2008,18,116,110,116,142,92,137,0,0,0,0,0,0,0,14,745,56,35,39,0,0,56,0,0,0.3,91.4,7,0.3,1.1,55.2,44.8,91.7,89,93,20,8,0,1,0,0,59,20,10,100,88.1,81.4,88,100
17K092,2008,36,84,119,108,115,126,139,0,0,0,0,0,0,0,0,727,41,6,19,0,0,98,0,0,0.4,82.8,12.8,3.6,0.4,49.8,50.2,92.1,90.2,83.7,9,9,130,16,0,0,60,13,0,100,81.7,76.7,83,91.4
17K138,2008,69,90,122,101,88,110,104,88,94,120,0,0,0,0,6,992,64,31,10,0,0,47,0,3,0.2,90.8,7,0.9,1.1,52.3,47.7,90.2,91.7,92.3,20,3,4,7,0,0,85,17,5,100,76.5,65.9,89,82
17K161,2008,0,70,130,134,136,160,143,54,53,45,0,0,0,0,1,926,0,22,24,0,0,25,0,0,0.5,89.6,7.3,0.5,1.9,43.7,56.3,94,96.5,67.7,0,3,16,23,0,0,59,15,6,100,71.2,57.6,86,92.4
17K167,2008,54,81,88,72,79,84,90,0,0,0,0,0,0,0,1,549,33,12,27,0,0,46,0,0,0.7,85.2,12.6,0.6,0.9,51.2,48.8,90.6,91.3,95.1,8,2,9,15,0,0,49,13,5,100,71.4,57.1,86,97.5
17K181,2008,36,106,158,171,133,151,144,85,99,84,0,0,0,0,27,1194,48,89,21,0,0,132,0,1,0.7,90.2,6.7,1.3,1.1,52.4,47.6,92.2,92.1,73.6,8,24,1,16,0,0,98,21,0,100,65.3,59.2,80,90.5
17K189,2008,0,77,125,130,138,136,126,128,128,137,0,0,0,0,2,1127,34,5,53,167,68,25,1,2,0.3,76,22.2,1.2,0.4,52.1,47.9,94.4,95.9,82.1,3,48,41,16,0,0,78,13,7,100,70.5,59,81,93.9
17K191,2008,17,40,64,60,44,53,46,0,0,0,0,0,0,0,0,324,31,16,6,0,0,19,0,0,0,81.8,16.4,0.3,1.5,50.3,49.7,88.6,87.2,84.8,17,3,27,9,0,0,29,10,1,100,62.1,44.8,90,98.1
17K221,2008,36,70,121,102,111,109,101,0,0,0,0,0,0,0,1,651,26,8,17,0,0,33,0,0,0.8,91.9,5.5,0.5,1.4,51.2,48.8,92.9,93,80,5,3,0,1,0,0,51,12,3,98,88.2,84.3,92,100
17K241,2008,33,64,106,107,96,107,105,0,0,0,0,0,0,0,1,619,21,33,27,0,0,90,0,0,0.5,93.7,4.8,0.2,0.8,50.9,49.1,92.5,92.8,81,8,11,1,20,0,0,52,12,4,100,82.7,59.6,85,91
17K246,2008,0,0,0,0,0,0,0,185,264,308,0,0,0,0,0,757,61,53,36,45,0,66,0,15,1.1,85.2,11.2,0.7,1.8,55.9,44.1,88.6,88.5,75.2,16,24,148,39,0,0,89,19,6,100,68.5,60.7,83,88.4
17K249,2008,36,161,206,196,146,0,0,0,0,0,0,0,0,0,0,745,11,15,28,0,148,78,0,0,0.1,53.8,40.8,3.9,1.3,49.7,50.3,,92.4,86.8,15,9,14,2,0,0,60,12,1,100,65,45,72,93
17K289,2008,35,99,135,147,113,135,123,0,0,0,0,0,0,0,5,792,52,56,36,0,0,17,0,0,0.8,86.4,9.5,1.1,2.3,55.2,44.8,90.2,90.9,80.1,21,3,0,0,0,0,70,26,9,100,82.9,71.4,90,90
17K316,2008,25,38,58,42,44,78,61,0,0,0,0,0,0,0,0,346,44,3,8,0,0,24,0,0,0.3,88.7,8.7,1.2,1.2,52.6,47.4,92.6,94.8,93,3,0,28,19,0,0,31,10,4,100,77.4,67.7,77,91.2
17K334,2008,0,0,0,0,0,0,0,69,91,92,0,0,0,0,0,252,33,8,12,0,0,14,0,3,0.8,87.7,9.9,0.8,0.8,59.9,40.1,88.1,86.6,72,7,5,51,27,0,0,24,5,0,100,8.3,33.3,50,89.5
17K340,2008,0,0,0,0,0,0,0,110,116,115,0,0,0,0,0,341,7,0,0,0,0,2,0,0,0,93,5,1.5,0.6,43.4,56.6,94,97.1,66.5,1,0,32,1,0,0,19,5,0,100,47.4,63.2,79,88.9
17K352,2008,0,0,0,0,0,0,0,143,176,149,0,0,0,0,0,468,55,16,13,0,0,91,2,20,0.2,78.4,17.7,2.1,1.5,59.6,40.4,89.5,86.8,77.6,7,11,34,16,0,0,38,14,2,100,57.9,44.7,63,83.6
17K353,2008,0,0,0,0,0,0,0,55,55,77,0,0,0,0,0,187,20,0,8,0,0,7,0,6,1.1,87.2,7,3.2,1.6,50.8,49.2,90.7,93.1,85,13,2,74,22,0,0,15,5,1,100,33.3,53.3,73,100
17K354,2008,0,0,0,0,0,0,0,71,102,91,0,0,0,0,0,264,29,16,9,0,0,16,0,7,0,88.3,10.6,0.4,0.8,53.8,46.2,90.3,88,83.1,3,5,18,18,0,0,26,4,3,100,23.1,46.2,58,97.6
17K375,2008,46,77,81,83,76,116,89,0,0,0,0,0,0,0,1,569,23,15,16,16,0,87,4,0,0.5,77.5,19.2,0.7,2.1,49.9,50.1,91.3,84.5,91.4,17,19,3,6,0,0,44,11,5,97.7,50,40.9,82,93.6
17K382,2008,0,0,0,0,0,0,0,88,78,0,100,66,0,0,0,332,0,0,15,0,0,9,0,1,0.6,88.9,9.6,0.3,0.6,50.9,49.1,94.6/88.1,97.5,63.6,1,1,24,6, TBD ,0,17,6,1,100,0,35.3,82,96.6
17K394,2008,69,65,80,65,63,51,46,83,108,100,0,0,0,0,4,734,44,8,6,0,0,9,0,2,0.5,92.9,4.8,1.4,0.4,46.6,53.4,93.5,96,90.2,3,1,0,4,0,0,60,17,4,100,73.3,55,92,97.2
17K397,2008,0,50,70,74,67,76,78,0,0,0,0,0,0,0,0,415,10,8,0,0,0,39,0,0,1,89.2,6,2.9,1,50.6,49.4,93.5,89.4,78.1,0,10,0,0,0,0,32,6,4,100,75,68.8,78,100
17K398,2008,34,53,61,54,66,85,107,0,0,0,0,0,0,0,3,463,62,18,16,0,0,22,0,0,1.1,93.1,5.2,0,0.6,58.3,41.7,89.8,85.5,80.4,12,2,13,24,0,0,46,11,7,100,87,80.4,93,81.3
17K399,2008,0,61,84,73,76,87,69,0,0,0,0,0,0,0,1,451,0,7,18,0,0,33,0,0,0,89.1,8.2,0.7,2,48.8,51.2,93.8,92.3,87.9,3,8,14,0,0,0,31,6,2,100,71,74.2,87,92.3
17K408,2008,0,0,0,0,0,0,0,0,0,0,102,79,0,0,0,181,1,0,5,0,0,5,0,1,0,85.6,12.2,1.1,1.1,45.9,54.1,86.1,87,62,2,0,71,6, TBD ,0,13,4,0,92.3,0,15.4,69,93.6
17K484,2008,0,0,0,0,0,0,0,52,69,0,0,0,0,0,6,127,6,0,1,0,0,4,0,1,0,92.1,6.3,1.6,0,59.8,40.2,88,95.1,81.1,3,0,6,5,0,0,12,2,4,100,0,58.3,75,85.7
17K489,2008,0,0,0,0,0,0,0,0,0,0,21,143,64,75,0,303,0,0,16,0,0,2,0,57,0,92.1,5.9,1,1,42.2,57.8,,81.9,65.2,1,0,13,13, TBD ,0,18,9,2,100,94.4,72.2,89,100
17K524,2008,0,0,0,0,0,0,0,0,0,0,128,114,96,79,0,417,0,0,3,0,0,381,0,18,0.2,22.8,37.6,29.7,9.6,53.2,46.8,90.6,92.9,89.6,6,89,39,5, TBD ,0,31,9,2,100,29,16.1,81,100
17K528,2008,0,0,0,0,0,0,0,0,0,0,137,118,77,81,0,413,8,6,24,0,0,12,0,12,1.4,86,11.1,0.5,1,45.3,54.7,85.5,93.8,79.6,4,4,35,20, TBD ,0,29,6,2,100,32.3,35.5,65,90.6
17K531,2008,0,0,0,0,0,0,0,46,56,87,94,74,64,58,1,480,0,29,17,0,0,15,0,12,0,90.6,7.9,1.2,0.2,50.8,49.2,95.0/84.4,94.5,53.6,1,5,9,14, TBD ,0,33,11,1,100,33.3,30.3,67,100
17K533,2008,0,0,0,0,0,0,0,57,65,60,102,75,52,56,0,467,12,13,25,0,0,0,0,2,0.2,91.9,6.4,0.4,1.1,44.3,55.7,93.0/81.7,95.4,61.1,4,2,69,35, TBD ,0,35,9,0,100,22.9,0,46,85.9
17K537,2008,0,0,0,0,0,0,0,0,0,0,155,141,60,78,1,435,8,29,18,9,0,14,0,34,0.5,87.8,9.4,1.2,1.2,51.3,48.7,82.8,94.8,73,4,7,83,27, TBD ,0,26,12,0,100,26.9,3.8,62,91.7
17K539,2008,0,0,0,0,0,0,0,0,0,0,130,134,76,76,1,417,9,17,20,0,0,30,0,22,0.7,87,10.8,1,0.5,51.1,48.9,83.9,92.7,70.6,4,10,13,6, TBD ,0,24,8,2,100,16.7,29.2,75,85.3
17K543,2008,0,0,0,0,0,0,0,70,61,0,67,94,91,105,0,488,0,0,6,0,0,2,0,2,0.6,89.1,6.8,2.5,1,48,52,96.0/92.8,95.7,62.6,1,0,45,1, TBD ,0,33,9,0,100,39.4,30.3,91,91.2
17K544,2008,0,0,0,0,0,0,0,0,0,0,143,132,70,71,0,416,17,5,12,0,0,7,0,8,0.2,90.1,9.4,0.2,0,38.5,61.5,90.6,91.6,60.4,5,1,79,3, TBD ,0,33,8,1,100,51.5,48.5,73,100
17K546,2008,0,0,0,0,0,0,0,0,0,0,114,127,97,68,0,406,0,0,13,0,0,2,0,4,0,85.5,12.8,1.2,0.5,22.7,77.3,90.6,97.2,60.2,0,1,24,3, TBD ,0,29,8,0,100,55.2,37.9,83,78.8
17K547,2008,0,0,0,0,0,0,0,0,0,0,142,151,89,85,0,467,0,43,1,0,0,14,0,23,0.4,85.2,11.4,1.5,1.5,52.2,47.8,82.5,95.1,69.4,1,4,70,15, TBD ,0,31,9,2,100,41.9,29,77,94.5
17K568,2008,0,0,0,0,0,0,0,0,0,0,0,71,70,69,0,210,0,11,0,0,0,8,0,50,0.5,86.2,11.9,0.5,1,46.2,53.8,,55.7,66.4,3,3,1,5, TBD ,1,18,9,0,100,33.3,27.8,67,100
17K587,2008,0,0,0,0,0,0,0,106,124,148,0,0,0,0,22,400,39,23,22,0,0,14,0,5,0.2,92.8,5.5,0.2,1.2,53.2,46.8,88.7,90.7,98.4,4,0,132,57,0,0,35,13,1,100,45.7,60,89,91.7
17K590,2008,0,0,0,0,0,0,0,63,66,65,185,180,188,142,0,889,1,0,0,0,0,5,0,9,0.4,93.7,4.7,0.7,0.4,48.1,51.9,96.6/89.1,97.8,38.5,0,0,2,11, TBD ,0,45,16,1,100,72.3,68.1,85,95.1
17K600,2008,0,0,0,0,0,0,0,0,0,0,719,701,379,424,40,2263,176,31,30,50,0,71,6,69,0.4,88.5,8.8,1.3,1,25.5,74.5,85.2,96.7,62.7,2,27,466,52, TBD ,0,141,42,7,100,75.5,66,82,91.3
17K625,2008,0,0,0,0,0,0,0,0,0,0,503,384,203,270,3,1363,30,79,38,0,0,46,0,133,1.1,88.6,9,0.5,0.8,58.9,41.1,71.6,92.1,83.3,16,5,242,56, TBD ,0,81,31,4,100,61.9,56,85,87.6
18K066,2008,24,83,83,49,63,78,53,114,85,57,0,0,0,0,2,691,40,9,45,0,0,19,2,0,0.1,86.2,10,2.2,1.4,52.8,47.2,94,99.7,56.9,7,0,61,7,0,0,51,15,2,100,58.8,45.1,82,95.9
18K068,2008,0,0,0,0,0,0,0,361,365,384,0,0,0,0,6,1116,87,31,58,0,0,74,0,20,0.3,91.1,4.8,1.4,2.3,54.6,45.4,90,91.4,60.3,13,30,128,41,0,0,82,26,10,100,78,61,78,93
18K114,2008,18,93,144,152,158,127,148,0,0,0,0,0,0,0,0,840,21,8,26,0,0,65,0,0,0.6,84.5,10.6,1.1,3.2,49.9,50.1,92.7,89.7,68.9,19,7,95,22,0,0,64,19,6,100,71.9,59.4,83,79.2
18K115,2008,53,165,191,183,189,206,193,0,0,0,0,0,0,0,2,1182,21,8,44,0,0,55,0,0,0.2,89.2,4.4,2.7,3.5,52,48,94.3,92.2,70.9,15,14,0,5,0,0,76,17,10,100,71.1,52.6,87,98.8
18K135,2008,35,99,127,126,131,132,126,0,0,0,0,0,0,0,0,776,27,8,29,0,0,23,0,0,0.3,94.3,3.5,0.4,1.6,47.6,52.4,94.6,93.1,77.7,17,6,17,12,0,0,55,19,6,100,72.7,63.6,84,96.6
18K208,2008,19,81,112,126,105,99,110,0,0,0,0,0,0,0,3,655,24,16,49,0,0,28,0,0,0.3,91.2,5.8,0.5,2.3,47.5,52.5,94.4,93.8,64,7,4,9,5,0,0,50,13,6,100,76,46,80,98.8
18K211,2008,0,0,0,0,0,0,0,215,227,238,0,0,0,0,28,708,87,30,32,0,0,27,6,4,1.1,84.3,10.3,2.4,1.8,51.8,48.2,90.5,91.6,71.4,19,12,144,20,0,0,59,30,14,100,71.2,61,83,84.1
18K219,2008,36,113,132,144,154,138,109,0,0,0,0,0,0,0,1,827,35,13,59,0,0,33,0,0,0.1,92.9,6.5,0.1,0.4,48.7,51.3,91.7,89.2,74.1,12,0,27,17,0,0,66,18,3,100,80.3,74.2,88,98.4
18K232,2008,0,0,0,0,0,0,0,0,251,254,0,1,0,0,1,507,22,32,23,0,0,21,0,3,0.4,95.5,3.4,0.4,0.4,53.8,46.2,93.4,94.6,77.1,16,2,66,42, TBD ,0,49,10,1,100,59.2,57.1,71,98.3
18K233,2008,36,74,115,139,130,140,127,0,0,0,0,0,0,0,1,762,40,25,30,0,0,19,0,0,0.3,95,3.9,0.1,0.7,49.1,50.9,93.5,95,78.3,5,3,49,15,0,0,62,17,10,100,79,62.9,92,98.2
18K235,2008,34,140,208,212,178,194,170,83,67,101,0,0,0,0,0,1387,17,0,38,0,0,13,0,0,0.2,95.3,2.7,1.2,0.6,45.9,54.1,95.4,96.8,45.3,5,3,9,14,0,0,83,14,5,100,74.7,59,83,95.7
18K244,2008,47,118,157,147,163,185,141,0,0,0,0,0,0,0,20,978,81,42,30,0,0,22,0,0,0.1,96.3,2.8,0.2,0.6,52.7,47.3,94.2,95.2,62.1,7,0,17,13,0,0,80,41,20,100,87.5,72.5,86,97.5
18K252,2008,0,0,0,0,0,0,0,2,118,126,0,0,0,0,0,246,27,11,11,0,0,12,0,7,0,92.3,5.7,1.2,0.8,55.7,44.3,90.1,93.3,83.4,5,1,84,14,0,0,30,8,3,100,60,50,77,81.8
18K268,2008,26,71,111,104,95,106,107,0,0,0,0,0,0,0,2,622,36,4,14,0,0,24,0,0,0.2,96.1,3.4,0,0.3,56.1,43.9,93,91,78.6,9,5,2,23,0,0,47,13,7,100,85.1,74.5,77,88.9
18K272,2008,63,104,128,116,102,109,128,0,0,0,0,0,0,0,2,752,44,47,34,0,0,40,1,0,0.9,79.5,14.4,3.7,1.5,50.4,49.6,90.5,92.5,82.4,3,1,63,18,0,0,71,23,5,100,73.2,60.6,83,97.5
18K276,2008,25,107,151,145,132,164,139,0,0,0,0,0,0,0,13,876,49,21,31,0,0,45,0,0,0.2,94.3,2.3,1,2.2,51.5,48.5,93.8,92.4,49.8,5,5,12,13,0,0,62,17,6,100,69.4,69.4,85,85.4
18K279,2008,27,71,113,96,112,120,186,0,0,0,0,0,0,0,14,739,44,24,32,0,0,15,0,0,0.1,91.9,4.3,1.9,1.8,51.8,48.2,94.8,93.2,44.3,4,3,26,19,0,0,59,27,6,98.3,81.4,76.3,92,100
18K285,2008,0,0,0,0,0,0,0,356,343,329,0,0,0,0,4,1032,32,0,39,0,0,17,1,4,0.4,95,3.8,0.3,0.6,47.8,52.2,93,95.8,57.4,3,4,23,25,0,0,61,12,3,100,85.2,73.8,85,70.1
18K415,2008,0,0,0,0,0,0,0,0,0,0,230,411,262,353,0,1256,108,48,30,228,0,0,0,318,1,93.3,5.2,0.5,0,56,44,59.8,95.4,41.7,2,21,154,35, TBD ,0,62,36,2,100,84.8,84.8,92,90.9
18K500,2008,0,0,0,0,0,0,0,0,0,0,1034,643,375,479,13,2544,259,66,95,0,0,144,25,439,0.5,85.1,11.2,1.4,1.8,54,46,67.6,91.2,32.3,49,37,129,54, TBD ,0,134,47,6,100,74.3,68.6,87,89.2
18K515,2008,0,0,0,0,0,0,0,0,0,0,176,362,127,244,11,920,102,26,31,0,0,54,8,238,0.2,91.3,6.1,1,1.4,55.9,44.1,63.8,96.4,27.6,9,3,68,33, TBD ,0,50,36,1,100,88.7,90.6,91,88.7
18K563,2008,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,99,0,0,1,0,0,43,0,3,0,85.9,9.1,1,4,45.4,54.6,88,61.5,60,2,30,21,1, TBD ,0,6,2,0,100,0,33.3,83,100
18K566,2008,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,73,2,10,0,0,0,4,0,0,0,84.9,11,4.1,0,63,37,89.4,90.8,60,1,2,0,1, TBD ,0,6,7,0,100,0,33.3,67,75
18K567,2008,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81,4,1,3,0,0,2,0,1,0,85.2,11.1,0,3.7,34.6,65.4,80.4,86.9,60,1,1,16,0, TBD ,0,7,3,0,100,0,14.3,43,100
18K569,2008,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,0,5,0,0,10,0,1,1.4,81.4,15.7,0,1.4,61.4,38.6,88.4,72.6,60,3,7,30,5, TBD ,0,7,3,0,100,0,42.9,71,100
18K576,2008,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81,0,7,1,0,0,0,1,0,0,88.9,8.6,0,2.5,51.8,48.2,90.6,92.5,60,0,0,22,10, TBD ,0,8,4,1,100,0,37.5,63,96.9
18K578,2008,0,0,0,0,0,0,0,0,0,0,65,58,10,6,0,139,0,0,1,0,0,3,0,35,0,89.9,8.6,0,1.4,44.6,55.4,,87.4,60,1,2,23,28, TBD ,0,9,3,0,100,0,11.1,78,95.7
18K581,2008,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,13,7,0,0,6,0,0,1.1,91,6.7,0,1.1,59.6,40.4,92.6,87.4,60,2,4,19,2,0,0,9,4,0,100,0,11.1,67,77.8
18K588,2008,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,107,0,7,6,0,0,4,0,0,0,91.6,6.5,0.9,0.9,53.3,46.7,93.9,92.8,60,3,0,28,10,0,0,8,2,0,100,0,25,100,100
18K589,2008,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78,1,6,3,0,0,2,0,1,1.3,89.7,9,0,0,51.3,48.7,87.3,86.6,60,3,1,31,5, TBD ,0,7,3,0,100,0,28.6,71,100
18K598,2008,0,0,0,0,0,0,0,86,0,0,0,0,0,0,1,87,0,8,0,0,0,4,0,0,0,89.7,9.2,0,1.2,51.7,48.3,93.1,87,60,0,2,6,4,0,0,9,3,0,100,0,11.1,44,81.3
19K007,2008,71,164,178,161,165,174,0,0,0,0,0,0,0,0,1,914,22,8,31,58,63,89,1,0,0.9,13.7,74,10.6,0.9,48.8,51.2,92.2,90.6,83.2,3,20,2,8,0,0,68,13,5,98.5,72.1,55.9,93,98.7
19K013,2008,35,87,99,98,93,96,106,0,0,0,0,0,0,0,5,619,56,0,30,36,0,35,4,0,0,65.1,33.6,1.1,0.2,51.2,48.8,89.8,85.7,88.4,14,2,0,9,0,0,55,14,3,100,76.4,63.6,80,100
19K065,2008,0,82,94,89,98,97,88,0,0,0,0,0,0,0,1,549,0,0,30,0,79,56,2,0,0.9,20.8,67.4,10.4,0.6,51.4,48.6,91,90.3,85,5,5,1,4,0,0,43,7,2,100,55.8,46.5,77,96.2
19K072,2008,14,59,110,100,116,99,96,105,55,0,0,0,0,0,18,772,62,60,29,0,0,66,2,2,0.5,62.2,33.7,2.6,1,46.8,53.2,90.4,90.3,84.7,22,2,39,25,0,0,71,32,8,100,53.5,45.1,73,76.1
19K089,2008,0,39,36,32,29,25,22,22,13,23,0,0,0,0,4,245,20,0,8,0,105,0,0,0,0,13.1,83.7,2.4,0.8,54.3,45.7,94.1,90.7,81.6,6,4,0,2,0,0,25,3,2,100,64,32,64,90.5
19K108,2008,0,151,174,185,155,153,150,0,0,0,0,0,0,0,3,971,19,0,50,34,75,63,0,0,0,21.6,69,8.6,0.7,51.1,48.9,92.1,90.4,88.2,5,21,45,8,0,0,75,12,6,100,61.3,42.7,72,94.2
19K149,2008,76,107,118,123,103,142,125,0,0,0,0,0,0,0,1,795,47,9,25,36,0,36,0,0,0.9,66,30.9,1,1.1,47.6,52.4,89.3,89.7,95.9,14,2,1,8,0,0,64,12,1,100,81.3,68.8,86,98.6
